no,timestamp,teks,teks_processed,tokens,matched_words,unmatched_words,removed_words
11,2016-12-29T11:42:17.000Z,Saat bertemu Kel Ternak Gemah Ripah dan KUB Sido Makmur di Kulon Progo yg trm UPPO Rp jt Reses,saat bertemu keluarga ternak gemah ripah dan KUB sido makmur di kulon progo yang trm UPPO rp juta reses,"['saat', 'bertemu', 'keluarga', 'ternak', 'gemah', 'ripah', 'dan', 'KUB', 'sido', 'makmur', 'di', 'kulon', 'progo', 'yang', 'trm', 'UPPO', 'rp', 'juta', 'reses']","['bertemu', 'keluarga', 'makmur', 'juta']","['dan', 'di', 'yang']","['saat', 'ternak', 'gemah', 'ripah', 'KUB', 'sido', 'kulon', 'progo', 'trm', 'UPPO', 'rp', 'reses']"
12,2016-12-29T11:35:55.000Z,Turba ke Masjid Baiturrochman Kulon Progo yg Pernah Terima Bantuan PKBL BRI Rp Juta reses,turba ke masjid baiturrochman kulon progo yang pernah terima bantuan PKBL BRI rp juta reses,"['turba', 'ke', 'masjid', 'baiturrochman', 'kulon', 'progo', 'yang', 'pernah', 'terima', 'bantuan', 'PKBL', 'BRI', 'rp', 'juta', 'reses']","['masjid', 'terima', 'juta']","['ke', 'yang']","['turba', 'baiturrochman', 'kulon', 'progo', 'pernah', 'bantuan', 'PKBL', 'BRI', 'rp', 'reses']"
13,2016-12-29T08:51:26.000Z,kebijakan yang salah mengawasi,kebijakan yang salah mengawasi,"['kebijakan', 'yang', 'salah', 'mengawasi']","['kebijakan', 'salah', 'mengawasi']",['yang'],[]
14,2016-12-29T07:01:33.000Z,Sidang Rapat Paripurna PAW Tiga Anggota DPR Aceh Diganti,sidang rapat paripurna PAW tiga anggota DPR aceh diganti,"['sidang', 'rapat', 'paripurna', 'PAW', 'tiga', 'anggota', 'DPR', 'aceh', 'diganti']","['sidang', 'rapat', 'paripurna', 'anggota']",[],"['PAW', 'tiga', 'DPR', 'aceh', 'diganti']"
15,2016-12-29T03:36:27.000Z,Butuh kebijakan konkret untuk mengeksplorasi EnergiPanasBumi untuk kebutuhan listrik nasional yang semakin meningkat,butuh kebijakan konkret untuk mengeksplorasi energipanasbumi untuk kebutuhan listrik nasional yang semakin meningkat,"['butuh', 'kebijakan', 'konkret', 'untuk', 'mengeksplorasi', 'energipanasbumi', 'untuk', 'kebutuhan', 'listrik', 'nasional', 'yang', 'semakin', 'meningkat']","['butuh', 'kebijakan', 'konkret', 'kebutuhan', 'semakin']","['untuk', 'untuk', 'yang']","['mengeksplorasi', 'energipanasbumi', 'listrik', 'nasional', 'meningkat']"
16,2016-12-29T03:14:38.000Z,Mr Sandi CA mohon bantuan utk tanda tangani Petisi Ke Ketua dan Wkl Ketua DPR Salam Profesional,mr sandi CA mohon bantuan untuk tanda tangani petisi ke ketua dan wkl ketua DPR salam profesional,"['mr', 'sandi', 'CA', 'mohon', 'bantuan', 'untuk', 'tanda', 'tangani', 'petisi', 'ke', 'ketua', 'dan', 'wkl', 'ketua', 'DPR', 'salam', 'profesional']","['mohon', 'tanda']","['untuk', 'ke', 'dan']","['mr', 'sandi', 'CA', 'bantuan', 'tangani', 'petisi', 'ketua', 'wkl', 'ketua', 'DPR', 'salam', 'profesional']"
17,2016-12-29T00:49:57.000Z,Pagi all tiada yang lebih baik dari silaturrahim dengan konstituen Tetap menyambangi rakyat Edisi Reses,pagi all tiada yang lebih baik dari silaturrahim dengan konstituen tetap menyambangi rakyat edisi reses,"['pagi', 'all', 'tiada', 'yang', 'lebih', 'baik', 'dari', 'silaturrahim', 'dengan', 'konstituen', 'tetap', 'menyambangi', 'rakyat', 'edisi', 'reses']","['pagi', 'tiada', 'lebih', 'baik', 'tetap']","['yang', 'dari', 'dengan']","['all', 'silaturrahim', 'konstituen', 'menyambangi', 'rakyat', 'edisi', 'reses']"
18,2016-12-28T12:33:03.000Z,Anggota Komisi II DPR RI Hetifah Gelar Reses di Kabupaten Berau,anggota komisi II DPR RI hetifah gelar reses di kabupaten berau,"['anggota', 'komisi', 'II', 'DPR', 'RI', 'hetifah', 'gelar', 'reses', 'di', 'kabupaten', 'berau']","['anggota', 'komisi', 'gelar']",['di'],"['II', 'DPR', 'RI', 'hetifah', 'reses', 'kabupaten', 'berau']"
19,2016-12-28T11:56:37.000Z,Reses Anggota DPR RI Viktor Bungtilu Laiskodat di Desa Merbaun Tofa Kec Amarasi Barat Kab Kupang NTT,reses anggota DPR RI viktor bungtilu laiskodat di desa merbaun tofa kec amarasi barat kab kupang NTT,"['reses', 'anggota', 'DPR', 'RI', 'viktor', 'bungtilu', 'laiskodat', 'di', 'desa', 'merbaun', 'tofa', 'kec', 'amarasi', 'barat', 'kab', 'kupang', 'NTT']",['anggota'],['di'],"['reses', 'DPR', 'RI', 'viktor', 'bungtilu', 'laiskodat', 'desa', 'merbaun', 'tofa', 'kec', 'amarasi', 'barat', 'kab', 'kupang', 'NTT']"
20,2016-12-28T05:26:34.000Z,Ketua Panja RUU Revisi ITE TB Hasanuddin sampaikan muatan materi UU Perubahan UU ITE,ketua panja RUU revisi ITE TB hasanuddin sampaikan muatan materi UU perubahan UU ITE,"['ketua', 'panja', 'RUU', 'revisi', 'ITE', 'TB', 'hasanuddin', 'sampaikan', 'muatan', 'materi', 'UU', 'perubahan', 'UU', 'ITE']","['muatan', 'perubahan']",[],"['ketua', 'panja', 'RUU', 'revisi', 'ITE', 'TB', 'hasanuddin', 'sampaikan', 'materi', 'UU', 'UU', 'ITE']"
21,2016-12-28T03:55:30.000Z,Gelar Peringatan Maulid Nabi dan Reses Anggota DPR RI Komisi VIII klik,gelar peringatan maulid nabi dan reses anggota DPR RI komisi VII klik,"['gelar', 'peringatan', 'maulid', 'nabi', 'dan', 'reses', 'anggota', 'DPR', 'RI', 'komisi', 'VII', 'klik']","['gelar', 'nabi', 'anggota', 'komisi']",['dan'],"['peringatan', 'maulid', 'reses', 'DPR', 'RI', 'VII', 'klik']"
22,2016-12-27T16:01:19.000Z,Reses di Sinjai DPR RI Pusat Serap Aspirasi Warga Desa Saukang,reses di sinjai DPR RI pusat serap aspirasi warga desa saukang,"['reses', 'di', 'sinjai', 'DPR', 'RI', 'pusat', 'serap', 'aspirasi', 'warga', 'desa', 'saukang']",['pusat'],['di'],"['reses', 'sinjai', 'DPR', 'RI', 'serap', 'aspirasi', 'warga', 'desa', 'saukang']"
23,2016-12-27T15:50:22.000Z,Reses di Sinjai DPR RI Pusat Serap Aspirasi Warga Desa Saukang via,reses di sinjai DPR RI pusat serap aspirasi warga desa saukang via,"['reses', 'di', 'sinjai', 'DPR', 'RI', 'pusat', 'serap', 'aspirasi', 'warga', 'desa', 'saukang', 'via']",['pusat'],['di'],"['reses', 'sinjai', 'DPR', 'RI', 'serap', 'aspirasi', 'warga', 'desa', 'saukang', 'via']"
24,2016-12-27T14:37:18.000Z,Anggota DPR RI EE Mangindaan Manfaatkan Massa Reses di Desa Esandom Minahasa Tenggara,anggota DPR RI EE mangindaan manfaatkan massa reses di desa esandom minahasa tenggara,"['anggota', 'DPR', 'RI', 'EE', 'mangindaan', 'manfaatkan', 'massa', 'reses', 'di', 'desa', 'esandom', 'minahasa', 'tenggara']",['anggota'],['di'],"['DPR', 'RI', 'EE', 'mangindaan', 'manfaatkan', 'massa', 'reses', 'desa', 'esandom', 'minahasa', 'tenggara']"
25,2016-12-27T07:13:56.000Z,Demikian ulasan singkat tentang Masa Reses DPR semoga bermanfaat bagi kita semua ResesDPR,demikian ulasan singkat tentang masa reses DPR semoga bermanfaat bagi kita semua resesdpr,"['demikian', 'ulasan', 'singkat', 'tentang', 'masa', 'reses', 'DPR', 'semoga', 'bermanfaat', 'bagi', 'kita', 'semua', 'resesdpr']","['ulasan', 'singkat', 'tentang', 'bermanfaat', 'bagi', 'semua']",[],"['demikian', 'masa', 'reses', 'DPR', 'semoga', 'kita', 'resesdpr']"
26,2016-12-27T07:08:59.000Z,Masa Reses ini diharapkan dapat dimanfaatkan dengan maksimal oleh masyarakat untuk menyampaikan aspirasi pembangunan daerahnya ResesDPR,masa reses ini diharapkan dapat dimanfaatkan dengan maksimal oleh masyarakat untuk menyampaikan aspirasi pembangunan daerahnya resesdpr,"['masa', 'reses', 'ini', 'diharapkan', 'dapat', 'dimanfaatkan', 'dengan', 'maksimal', 'oleh', 'masyarakat', 'untuk', 'menyampaikan', 'aspirasi', 'pembangunan', 'daerahnya', 'resesdpr']","['dapat', 'maksimal', 'menyampaikan']","['ini', 'dengan', 'oleh', 'untuk']","['masa', 'reses', 'diharapkan', 'dimanfaatkan', 'masyarakat', 'aspirasi', 'pembangunan', 'daerahnya', 'resesdpr']"
27,2016-12-27T07:07:13.000Z,Yg perlu diingat kita pahami bersama bahwa DPR bukanlah eksekutor jadi temuan selama Masa Reses ditindaklanjuti sesuai mekanisme ResesDPR,yang perlu diingat kita pahami bersama bahwa DPR bukanlah eksekutor jadi temuan selama masa reses ditindaklanjuti sesuai mekanisme resesdpr,"['yang', 'perlu', 'diingat', 'kita', 'pahami', 'bersama', 'bahwa', 'DPR', 'bukanlah', 'eksekutor', 'jadi', 'temuan', 'selama', 'masa', 'reses', 'ditindaklanjuti', 'sesuai', 'mekanisme', 'resesdpr']","['perlu', 'bersama', 'jadi', 'sesuai']",['yang'],"['diingat', 'kita', 'pahami', 'bahwa', 'DPR', 'bukanlah', 'eksekutor', 'temuan', 'selama', 'masa', 'reses', 'ditindaklanjuti', 'mekanisme', 'resesdpr']"
28,2016-12-27T07:06:25.000Z,Berdasarkan Tatib DPR Pasal ayat hasil Reses tersebut dilaporkan secara tertulis oleh Anggota kepada Fraksi masing masing ResesDPR,berdasarkan tatib DPR pasal ayat hasil reses tersebut dilaporkan secara tertulis oleh anggota kepada fraksi masing masing resesdpr,"['berdasarkan', 'tatib', 'DPR', 'pasal', 'ayat', 'hasil', 'reses', 'tersebut', 'dilaporkan', 'secara', 'tertulis', 'oleh', 'anggota', 'kepada', 'fraksi', 'masing', 'masing', 'resesdpr']","['berdasarkan', 'pasal', 'ayat', 'hasil', 'anggota']",['oleh'],"['tatib', 'DPR', 'reses', 'tersebut', 'dilaporkan', 'secara', 'tertulis', 'kepada', 'fraksi', 'masing', 'masing', 'resesdpr']"
29,2016-12-27T07:06:11.000Z,Kegiatan reses para Anggota DPR dilakukan secara transparan dan adanya pertanggungjawaban yang jelas ResesDPR,kegiatan reses para anggota DPR dilakukan secara transparan dan adanya pertanggungjawaban yang jelas resesdpr,"['kegiatan', 'reses', 'para', 'anggota', 'DPR', 'dilakukan', 'secara', 'transparan', 'dan', 'adanya', 'pertanggungjawaban', 'yang', 'jelas', 'resesdpr']","['kegiatan', 'para', 'anggota', 'transparan', 'jelas']","['dan', 'yang']","['reses', 'DPR', 'dilakukan', 'secara', 'adanya', 'pertanggungjawaban', 'resesdpr']"
30,2016-12-27T07:05:57.000Z,Pada Masa Persidangan aspirasi masukan masyarakat selama Masa Reses akan disampaikan dibahas dg pemerintah saat Rapat Kerja ResesDPR,pada masa persidangan aspirasi masukan masyarakat selama masa reses akan disampaikan dibahas dengan pemerintah saat rapat kerja resesdpr,"['pada', 'masa', 'persidangan', 'aspirasi', 'masukan', 'masyarakat', 'selama', 'masa', 'reses', 'akan', 'disampaikan', 'dibahas', 'dengan', 'pemerintah', 'saat', 'rapat', 'kerja', 'resesdpr']","['rapat', 'kerja']","['pada', 'dengan']","['masa', 'persidangan', 'aspirasi', 'masukan', 'masyarakat', 'selama', 'masa', 'reses', 'akan', 'disampaikan', 'dibahas', 'pemerintah', 'saat', 'resesdpr']"
31,2016-12-27T07:05:31.000Z,Pada Masa Reses DPR melaksanakan tugas menyerap aspirasi masyarakat yang terkait dengan pelaksanaan fungsi dan tugas DPR ResesDPR,pada masa reses DPR melaksanakan tugas menyerap aspirasi masyarakat yang terkait dengan pelaksanaan fungsi dan tugas DPR resesdpr,"['pada', 'masa', 'reses', 'DPR', 'melaksanakan', 'tugas', 'menyerap', 'aspirasi', 'masyarakat', 'yang', 'terkait', 'dengan', 'pelaksanaan', 'fungsi', 'dan', 'tugas', 'DPR', 'resesdpr']","['melaksanakan', 'tugas', 'menyerap', 'terkait', 'pelaksanaan', 'tugas']","['pada', 'yang', 'dengan', 'dan']","['masa', 'reses', 'DPR', 'aspirasi', 'masyarakat', 'fungsi', 'DPR', 'resesdpr']"
32,2016-12-27T07:05:16.000Z,Masa Reses sendiri tertuang dalam UU MD No dan Peraturan DPR No tentang Tata Tertib DPR ResesDPR,masa reses sendiri tertuang dalam UU MD no dan peraturan DPR no tentang tata tertib DPR resesdpr,"['masa', 'reses', 'sendiri', 'tertuang', 'dalam', 'UU', 'MD', 'no', 'dan', 'peraturan', 'DPR', 'no', 'tentang', 'tata', 'tertib', 'DPR', 'resesdpr']","['sendiri', 'dalam', 'tentang', 'tata', 'tertib']",['dan'],"['masa', 'reses', 'tertuang', 'UU', 'MD', 'no', 'peraturan', 'DPR', 'no', 'DPR', 'resesdpr']"
33,2016-12-27T07:05:01.000Z,Masa Reses bukan berarti para Anggota DPR tidak bekerja namuan aktivitasnya dilakukan di daerah terutama di daerah pemilihannya ResesDPR,masa reses bukan berarti para anggota DPR tidak bekerja namuan aktivitasnya dilakukan di daerah terutama di daerah pemilihannya resesdpr,"['masa', 'reses', 'bukan', 'berarti', 'para', 'anggota', 'DPR', 'tidak', 'bekerja', 'namuan', 'aktivitasnya', 'dilakukan', 'di', 'daerah', 'terutama', 'di', 'daerah', 'pemilihannya', 'resesdpr']","['bukan', 'berarti', 'para', 'anggota', 'tidak', 'terutama']","['di', 'di']","['masa', 'reses', 'DPR', 'bekerja', 'namuan', 'aktivitasnya', 'dilakukan', 'daerah', 'daerah', 'pemilihannya', 'resesdpr']"
34,2016-12-27T07:04:08.000Z,Dalam Masa Reses Anggota DPR akan melakukan kunjungan ke Dapil maupun kunjungan ke daerah lainnya dengan Alat Kelengkapan Dewan ResesDPR,dalam masa reses anggota DPR akan melakukan kunjungan ke dapil maupun kunjungan ke daerah lainnya dengan alat kelengkapan dewan resesdpr,"['dalam', 'masa', 'reses', 'anggota', 'DPR', 'akan', 'melakukan', 'kunjungan', 'ke', 'dapil', 'maupun', 'kunjungan', 'ke', 'daerah', 'lainnya', 'dengan', 'alat', 'kelengkapan', 'dewan', 'resesdpr']","['dalam', 'anggota', 'dewan']","['ke', 'ke', 'dengan']","['masa', 'reses', 'DPR', 'akan', 'melakukan', 'kunjungan', 'dapil', 'maupun', 'kunjungan', 'daerah', 'lainnya', 'alat', 'kelengkapan', 'resesdpr']"
35,2016-12-27T07:02:47.000Z,Masa Reses adalah masa dimana Anggota DPR melakukan kegiatan di luar Masa Sidang terutama di luar gedung DPR ResesDPR,masa reses adalah masa dimana anggota DPR melakukan kegiatan di luar masa sidang terutama di luar gedung DPR resesdpr,"['masa', 'reses', 'adalah', 'masa', 'dimana', 'anggota', 'DPR', 'melakukan', 'kegiatan', 'di', 'luar', 'masa', 'sidang', 'terutama', 'di', 'luar', 'gedung', 'DPR', 'resesdpr']","['anggota', 'kegiatan', 'sidang', 'terutama']","['di', 'di']","['masa', 'reses', 'adalah', 'masa', 'dimana', 'DPR', 'melakukan', 'luar', 'masa', 'luar', 'gedung', 'DPR', 'resesdpr']"
36,2016-12-27T07:00:49.000Z,Masa Reses DPR Masa Persidangan II Tahun Sidang akan berlangsung dari tanggal Desember hingga Januari ResesDPR,masa reses DPR masa persidangan II tahun sidang akan berlangsung dari tanggal desember hingga januari resesdpr,"['masa', 'reses', 'DPR', 'masa', 'persidangan', 'II', 'tahun', 'sidang', 'akan', 'berlangsung', 'dari', 'tanggal', 'desember', 'hingga', 'januari', 'resesdpr']","['sidang', 'tanggal']","['dari', 'hingga']","['masa', 'reses', 'DPR', 'masa', 'persidangan', 'II', 'tahun', 'akan', 'berlangsung', 'desember', 'januari', 'resesdpr']"
37,2016-12-27T06:59:33.000Z,Selamat sore Sahabat Parle Saat ini DPR RI sedang memasuki Masa Reses Masa Persidangan II Tahun Sidang ResesDPR,selamat sore sahabat parle saat ini DPR RI sedang memasuki masa reses masa persidangan II tahun sidang resesdpr,"['selamat', 'sore', 'sahabat', 'parle', 'saat', 'ini', 'DPR', 'RI', 'sedang', 'memasuki', 'masa', 'reses', 'masa', 'persidangan', 'II', 'tahun', 'sidang', 'resesdpr']","['selamat', 'sahabat', 'memasuki', 'sidang']",['ini'],"['sore', 'parle', 'saat', 'DPR', 'RI', 'sedang', 'masa', 'reses', 'masa', 'persidangan', 'II', 'tahun', 'resesdpr']"
38,2016-12-27T03:09:09.000Z,Reses di Sinjai Anggota DPR RI Nasyid Umar Jemput Keluhan Warga,reses di sinjai anggota DPR RI nasyid umar jemput keluhan warga,"['reses', 'di', 'sinjai', 'anggota', 'DPR', 'RI', 'nasyid', 'umar', 'jemput', 'keluhan', 'warga']","['anggota', 'keluhan']",['di'],"['reses', 'sinjai', 'DPR', 'RI', 'nasyid', 'umar', 'jemput', 'warga']"
39,2016-12-27T02:16:01.000Z,Kabarnya memanfaatkan waktu reses ini wakil rakyat daerah pemilihan Nusa Tenggara Timur NTT itu memboyong,kabarnya memanfaatkan waktu reses ini wakil rakyat daerah pemilihan nusa tenggara timur NTT itu memboyong,"['kabarnya', 'memanfaatkan', 'waktu', 'reses', 'ini', 'wakil', 'rakyat', 'daerah', 'pemilihan', 'nusa', 'tenggara', 'timur', 'NTT', 'itu', 'memboyong']",[],"['ini', 'itu']","['kabarnya', 'memanfaatkan', 'waktu', 'reses', 'wakil', 'rakyat', 'daerah', 'pemilihan', 'nusa', 'tenggara', 'timur', 'NTT', 'memboyong']"
40,2016-12-26T10:35:17.000Z,KUNINGAN KAPOL Reses Anggota DPR RI bisa dilakukan dengan berbagai cara Namun bagi KH Asep Maosul Affandi,KUNINGAN KAPOL reses anggota DPR RI dapat dilakukan dengan berbagai cara tetapi bagi KAH asep maosul affandi,"['KUNINGAN', 'KAPOL', 'reses', 'anggota', 'DPR', 'RI', 'dapat', 'dilakukan', 'dengan', 'berbagai', 'cara', 'tetapi', 'bagi', 'KAH', 'asep', 'maosul', 'affandi']","['anggota', 'dapat', 'berbagai', 'bagi']","['dengan', 'tetapi', 'KAH']","['KUNINGAN', 'KAPOL', 'reses', 'DPR', 'RI', 'dilakukan', 'cara', 'asep', 'maosul', 'affandi']"
41,2016-12-26T08:41:36.000Z,CC Anggota DPR Ini Minta Kebijakan Bebas Visa Dicabut,CC anggota DPR ini meminta kebijakan bebas visa dicabut,"['CC', 'anggota', 'DPR', 'ini', 'meminta', 'kebijakan', 'bebas', 'visa', 'dicabut']","['anggota', 'meminta', 'kebijakan', 'bebas']",['ini'],"['CC', 'DPR', 'visa', 'dicabut']"
42,2016-12-26T05:11:02.000Z,Inilah indikator kesuksesan reses Anggota DPR RI,inilah indikator kesuksesan reses anggota DPR RI,"['inilah', 'indikator', 'kesuksesan', 'reses', 'anggota', 'DPR', 'RI']",['anggota'],[],"['inilah', 'indikator', 'kesuksesan', 'reses', 'DPR', 'RI']"
43,2016-12-26T04:16:32.000Z,Ada misi Anggota DPR ketika masa reses Pertama untuk membangun akuntabilitas politik cc,ada misi anggota DPR ketika masa reses pertama untuk membangun akuntabilitas politik cc,"['ada', 'misi', 'anggota', 'DPR', 'ketika', 'masa', 'reses', 'pertama', 'untuk', 'membangun', 'akuntabilitas', 'politik', 'cc']","['ada', 'anggota', 'politik']",['untuk'],"['misi', 'DPR', 'ketika', 'masa', 'reses', 'pertama', 'membangun', 'akuntabilitas', 'cc']"
44,2016-12-26T03:42:57.000Z,Siang teman teman Tgl Des Jan anggota melaksanakan reses Apa yg perlu kt ketahui sbg konstituen? cc,siang teman teman tanggal des jangan anggota melaksanakan reses apa yang perlu kita ketahui sebagai konstituen ? cc,"['siang', 'teman', 'teman', 'tanggal', 'des', 'jangan', 'anggota', 'melaksanakan', 'reses', 'apa', 'yang', 'perlu', 'kita', 'ketahui', 'sebagai', 'konstituen', '?', 'cc']","['tanggal', 'jangan', 'anggota', 'melaksanakan', 'perlu', 'sebagai']","['apa', 'yang']","['siang', 'teman', 'teman', 'des', 'reses', 'kita', 'ketahui', 'konstituen', '?', 'cc']"
45,2016-12-26T03:29:55.000Z,Akan Bentuk Pansus Pekerja Asing Ilegal SEGERA Tinjau Ulang Kebijakan Bebas Visa dengan RRC Pak,akan bentuk pansus pekerja asing ilegal SEGERA tinjau ulang kebijakan bebas visa dengan RRC pak,"['akan', 'bentuk', 'pansus', 'pekerja', 'asing', 'ilegal', 'SEGERA', 'tinjau', 'ulang', 'kebijakan', 'bebas', 'visa', 'dengan', 'RRC', 'pak']","['bentuk', 'pekerja', 'SEGERA', 'kebijakan', 'bebas']",['dengan'],"['akan', 'pansus', 'asing', 'ilegal', 'tinjau', 'ulang', 'visa', 'RRC', 'pak']"
46,2016-12-26T01:01:22.000Z,Terkait Kegiatan Reses Anggota DPR RI KPU dan Panwaslih Diuji Profesionalismenya,terkait kegiatan reses anggota DPR RI KPU dan panwaslih diuji profesionalismenya,"['terkait', 'kegiatan', 'reses', 'anggota', 'DPR', 'RI', 'KPU', 'dan', 'panwaslih', 'diuji', 'profesionalismenya']","['terkait', 'kegiatan', 'anggota']",['dan'],"['reses', 'DPR', 'RI', 'KPU', 'panwaslih', 'diuji', 'profesionalismenya']"
47,2016-12-25T15:07:03.000Z,Reses di Bone Anggota DPR RI Akbar Faisal Sampaikan ini,reses di bone anggota DPR RI akbar faisal sampaikan ini,"['reses', 'di', 'bone', 'anggota', 'DPR', 'RI', 'akbar', 'faisal', 'sampaikan', 'ini']",['anggota'],"['di', 'ini']","['reses', 'bone', 'DPR', 'RI', 'akbar', 'faisal', 'sampaikan']"
48,2016-12-25T08:09:14.000Z,Temuan Komisi IX DPR RI Serbuan Buruh China Akibat Kebijakan Bebas Visa,temuan komisi IX DPR RI serbuan buruh china akibat kebijakan bebas visa,"['temuan', 'komisi', 'IX', 'DPR', 'RI', 'serbuan', 'buruh', 'china', 'akibat', 'kebijakan', 'bebas', 'visa']","['komisi', 'akibat', 'kebijakan', 'bebas']",[],"['temuan', 'IX', 'DPR', 'RI', 'serbuan', 'buruh', 'china', 'visa']"
49,2016-12-25T01:14:32.000Z,kemankalian saat rakyat menjerit karena kebijakan eksekutip yang gila? dprkemana,kemankalian saat rakyat menjerit karena kebijakan eksekutip yang gila ? dprkemana,"['kemankalian', 'saat', 'rakyat', 'menjerit', 'karena', 'kebijakan', 'eksekutip', 'yang', 'gila', '?', 'dprkemana']","['menjerit', 'kebijakan', 'gila']","['karena', 'yang']","['kemankalian', 'saat', 'rakyat', 'eksekutip', '?', 'dprkemana']"
