no,teks_processed,base_score_inset,compound_score,sentiment
76,DPR meminta kebijakan bebas visa dicabut,0.0,0.0,neutral
77,cc RT JIKA sebut kebijakan bebas visa perlu dievaluasi,1.0,0.20228869496966945,positive
78,anggota DPR RI gelar reses di desa siberida kecamatan batang gansal,-5.0,-0.7184212081070996,negative
79,kunjungi ponpes tazaka anggota DPR meminta masukan soal RUU ponpes,0.0,0.0,neutral
80,reses a DPR RI jaring aspirasi kamis malam,2.0,0.38181916792267817,positive
81,JMR jaringradio DPR RI pemberdayaan ekonomi sangat penting kamu tekan terorisme bahkan kebijakan bebas visa juga harus dihapus cc,1.0,0.2716028933636315,positive
82,pemerintah diminta evaluasi kebijakan bebas visa,-1.0,-0.20228869496966945,negative
83,kebijakan bebas visa hilangkan potensi pendapatan negara rp triliun,4.0,0.6369499429264264,positive
84,dapilku rumahku reses dan silaturahim bersama anggota DPR RI pkbmembelarakyat,4.0,0.6369499429264264,positive
85,RUU ini merupakan inisiatif dari DPR RI telah penuhi tata tertib dan segala peraturan DPR RI baleg,4.0,0.6369499429264264,positive
86,anggota DPR meminta kebijakan bebas visa dievaluasi,-3.0,-0.5267415375673765,negative
87,edhie baskoro yudhoyono atau yang biasa disapa ibas anggota DPR RI dari partai demokrat kembali melakukan reses,-9.0,-0.8806721767742777,negative
88,anggota DPR RI ini menilai kebijakan penambahan biaya visa riyal saudi bagi jemaah umrah itu hal positif,2.0,0.38181916792267817,positive
89,mengharukan wakil rakyat terlalu banyak waktunya untuk update disosmed hampir tidak ada waktu untuk update aspirasi rakyat yang diwakilinya,-10.0,-0.9655641339346219,negative
90,anggota DPR menilai kebijakan bebas visa memicu banyaknya TKA yang bekerja secara ilegal,-10.0,-0.9000703207408192,negative
91,DPR desak pemerintah evaluasi kebijakan bebas visa wakil ketua komisi IX DPR RI saleh partaonan daulay menilai,-1.0,-0.20228869496966945,negative
92,kebijakan bebas visa dinilai perlu dievaluasi,1.0,0.20228869496966945,positive
93,kebijakan bebas visa dinilai perlu dievaluasi info,-2.0,-0.38181916792267817,negative
94,kebijakan bebas visa dinilai perlu dievaluasi news,1.0,0.20228869496966945,positive
95,dwi murdaningsih kebijakan bebas visa dinilai perlu dievaluasi,1.0,0.20228869496966945,positive
96,berkunjung ke DPR RI diterima setjen bagian bamus karena DPR rinya masa reses,-9.0,-0.8806721767742777,negative
97,anggota komisi i DPR RI jazuli juwaini data dirjen imigrasi kemenkumham WNA paling banyak melanggar kebijakan bebas visa adalah tiongkok,-6.0,-0.7782533221506259,negative
98,anggota komisi i DPR RI jazuli juwaini munculnya kekhawatiran dugaan pelanggaran WNA yang memanfaatkan kebijakan pemerintah pembebasan visa,-6.0,-0.7782533221506259,negative
99,rakyat kritikmu mengenai kebijakan presiden kerjasama dengan iran dan kebebasan ormas asing dalam negeri RI,12.0,0.9273739248094985,positive
100,berantas kebijakan sewenang wenang pak allahuakbar,3.0,0.5267415375673765,positive
101,ketua dan para wakil ketua DPR RI PERLUNYA RUU PELAPORAN KEUANGAN UNTUK DUNIA BISNIS USAHA DI via,7.0,0.8531129627980243,positive
102,good permintaan DPR RI untuk evaluasi kebijakan pemerinth bebas visa cumlaude,4.0,0.6369499429264264,positive
103,semoga ruu ini dapat segera selesai dan disahkan sebagai UU AMIN,7.0,0.8224628936244653,positive
104,kenapa diam ? fungsidpr apa ? jd penontn ? DPR sudah lama waspadai dampak buruk kebijakan bebas visa,-12.0,-0.9312724538656284,negative
105,kunjungan kerja anggota komisi II DPR RI di dalam masa reses persidangan tahun cc,5.0,0.7184212081070996,positive
106,emnu azamri sebagai wakil rakyat saya tak takut reses,-5.0,-0.8289502285071957,negative
107,sahkan revisi undang undang aparatur sipil negara sahkanrevisiuuasn,4.0,0.6369499429264264,positive
108,jika salah kebijakan yang bahayakan keutuhan kdaulatan negara rakyat jangan takut ingatkan demi bangsa,-8.0,-0.9029985746530165,negative
109,hari ini brsm pimpinan anggota komisi v DPR RI dengan didampingi mitra kerja komisi melakukan kunker masa reses ke NTB,7.0,0.8224628936244653,positive
110,harus kaji kebijakan jika langgar konstitusi RI maka lengserkan dengan konstitusi bukan makar,-1.0,-0.20228869496966945,negative
111,wakil rakyat ini beberkan argumen telak untuk tolak komunisme di indonesia,-11.0,-0.9152773258948753,negative
112,anggota komisi II DPR RI keberatan dengan revisi undang undang ASN,4.0,0.6369499429264264,positive
113,harap seluruh anggota dpr agar reses kak suriah bantu pengungsi suriah kalian kan perpanjang tangan rakyat kesana kalian bantu,4.0,0.6369499429264264,positive
114,DPR meminta pemerintah konkret di krisis suriah via,0.0,0.0,neutral
115,siapa bilang dewan perwakilan rakyat bekerja lambat ? revisi undang undang tentang MPR DPR DPD dan DPRD,4.0,0.6248933269389457,positive
116,IPC beri masukan RUU migas ini tanggapan BKD DPR RI,5.0,0.7739149202363939,positive
117,body status dewibet jakarta DPR RI sahkan RUU jasa konstruksi kementerianpupr surabaya teamk wanita dewi,4.0,0.6369499429264264,positive
118,DPR RI sahkan RUU jasa konstruksi menjadi undang undang,8.0,0.8555415792658776,positive
119,sehingga tidak dapat sesuai ke inginan tetapi seauai undang undang tetapi mau bagaimana kamu kamu nya juga tidak solid ya salah warga,4.0,-0.824349993766685,negative
120,harus menegakan hukum sesuai undang undang jika tidak sesuai tentu harus ada penegak untuk penegak hukum,2.0,-0.6828438645107543,negative
121,viva anggota DPR meminta TNI AU investigasi kecelakaan hercules mereka siap jika harus membuat kebijakan newstoday,-7.0,-0.8224628936244653,negative
122,kunjungan kerja reses komisi IX DPR RI masa persidangan II tahun sidang ke propinsi sulawesi utara,6.0,0.7782533221506259,positive
123,ketua para wkl ketua DPR RI PERLUNYA RUU PELAPORAN KEUANGAN UNTUK DUNIA BISNIS USAHA DI lewat,9.0,0.8986243465789788,positive
124,jangan lupa pak diperjuangkan pengesahan REVISI terbatas uu asn,-2.0,-0.6530766003035043,negative
125,banyak anggota dpr tak hadiri rapat paripurna kamis lalu cuma disuruh datang duduk dengar diam dan duit saja kok susah,-7.0,-0.8763664023721285,negative
126,suaraberjutatelinga biem_benjamin DPR_RI semua harus melalui payung hukum yaitu undang undang,2.0,0.38181916792267817,positive
127,suaraberjutatelinga semua harus melalui payung hukum yaitu undang undang,2.0,0.38181916792267817,positive
128,anggota DPR AS ajukan RUU untuk hentikan pendanaan AS ke al qaeda ISIS di suriah kamu jatuhkan assad,-3.0,-0.5267415375673765,negative
129,setuju ayo dong DPR kalian kan wakil rakyat jangan melempem jangan takut menyuarakan aspirasi rakyat,6.0,0.9058061793556188,positive
130,DPR indonesia tidak butuh ormas asing batalkan !,-10.0,0.2481235963341283,positive
131,ketua komisi II DPR RI berkomitmen selesaikan RUU pemilu,3.0,0.5267415375673765,positive
132,puluhan bidan PTT dan tenaga honorer kawal pembahasan RUU ASN di gedung DPR EMPAT PILAR MPR lewat,7.0,0.8224628936244653,positive
133,kunjungan kerja komisi IX DPR RI kunker ke banyuwangi BANYUWANGI komisi IX DPR RI dalam masa reses,11.0,0.9152773258948753,positive
134,breakingnews protes pemanggilan eko patrio DPR panggil kapolri setelah reses komisi II DPR RI akan memanggil kapolri jenderal followme,-1.0,-0.20228869496966945,negative
135,komisi IX pelajari program harga pas dan anak tokcer komisi IX DPR RI dalam masa reses persidangan II tahun sidang,17.0,0.9617614033633289,positive
136,aksi damai untuk mendorong DPR RI segera mengesahkan RUU penghapusan kekerasan seksual semarang,-4.0,-0.6369499429264264,negative
137,ya allah ya rob ketuklah hati pemangku kebijakan wakil rakyat sahkanrevisiuuasn,18.0,0.9656820512306714,positive
138,kebijakan yang tepat adalah mengembalikan agar kawasan suci itu bersih pelanggarantelukbenoa,-3.0,-0.5267415375673765,negative
139,bagi pelaksanaan pembangunan daerah pungkas senator DIY HL DPDRI sumber,-2.0,-0.38181916792267817,negative
140,sehingga menurutnya badan legislasi dewan perwakilan rakyat sepakat memasukan perubahan kedua undang undang nomor DPDRI,6.0,0.7782533221506259,positive
141,dalam rapat koordinasi badan legislasi DPR RI dengan menteri hukum dan HAM serta panitia perancang undang undang PPUU DPDRI,14.0,0.9450887908327322,positive
142,baleg DPR RI menyepakati RUU dalam prolegnas RUU DPDRI,3.0,0.6289226359922113,positive
143,menurut menteri laoly tantangan ke depan terhadap perkembangan jasa konstruksi mendorong dilakukannya revisi,6.0,0.7782533221506259,positive
144,baleg DPR RI menyepakati RUU dalam prolegnas RUU penyusunan RUU prolegnas belum juga rampung,6.0,-0.10781145521631658,negative
145,kunker reses komisi di,3.0,0.5267415375673765,positive
146,ya sampai jumpa di bui deh jadi nostalgia pas wakil rakyat bikin RUU pornografi itu hahhaa prett,8.0,0.8555415792658776,positive
147,kunjungan kerja nomor rapat paripurna nanti dulu yang terhormat anggota dewan,-9.0,-0.8806721767742777,negative
148,RUU jasa konstruksi resmi disahkan menjadi UU,6.0,0.7782533221506259,positive
149,DPR RI sahkan UU jasa konstruksi undang undang jasa konstruksi akhirnya disahkan pada rapat paripurna DPR RI,11.0,0.9152773258948753,positive
150,dwi murdaningsih RUU jasa konstruksi resmi disahkan menjadi UU,6.0,0.7782533221506259,positive
151,RUU jasa konstruksi resmi disahkan menjadi UU ROL,6.0,0.7782533221506259,positive
152,republikaonline RUU jasa konstruksi resmi disahkan menjadi UU,6.0,0.7782533221506259,positive
153,RUU jasa konstruksi resmi disahkan menjadi UU news,6.0,0.7782533221506259,positive
154,RUU jasa konstruksi resmi disahkan menjadi UU info,3.0,0.5267415375673765,positive
155,DPR RI sahkan UU jasa konstruksi undang undang jasa konstruksi akhirnya disahkan pada rapat paripurna DPR RI,11.0,0.9152773258948753,positive
156,DPR RI menyetujui dan mensahkan RUU jasa konstruksi menjadi undang undang dalam rapat paripurna ke di gedung DPR RI,13.0,0.937127104577154,positive
157,radio ANDIKA dewan perwakilan rakyat mengesahkan agar rancangan undang undang tentang pertembakauan menjadi,1.0,0.20228869496966945,positive
158,debat sama lawan saja enggak bisa bagaimana nanti debat sama anggota dpr soal kebijakan yang menguntungkan buat rakyat ? lul,7.0,0.817623560871883,positive
159,DPR RI setujui RUU penetapan batas laut indonesia singapura,-3.0,-0.5267415375673765,negative
160,DPR RI mengesahkan rancangan undang undang tentang jasa konstruksi menjadi undang undang menteri hukum dan hak,18.0,0.9656820512306714,positive
161,RUU pertembakauan disetujui jadi RUU inisiatif DPR,1.0,0.20228869496966945,positive
162,pembahasan RUU terorisme dan RUU wawasan nusantara diperpanjang,1.0,0.20228869496966945,positive
163,bismillah semoga wakil rakyat mewakili aspirasi rakyat amin,4.0,0.6369499429264264,positive
164,paripurna DPR setujui RUU pertembakauan untuk dibahas,1.0,0.20228869496966945,positive
165,republikaonline paripurna DPR setujui RUU pertembakauan untuk dibahas,1.0,0.20228869496966945,positive
166,dwi murdaningsih paripurna DPR setujui RUU pertembakauan untuk dibahas,1.0,0.20228869496966945,positive
167,paripurna DPR setujui RUU pertembakauan untuk dibahas ikibangsaku,1.0,0.20228869496966945,positive
168,paripurna DPR setujui RUU pertembakauan untuk dibahas ROL,1.0,0.20228869496966945,positive
169,paripurna DPR setujui RUU pertembakauan untuk dibahas news,1.0,0.20228869496966945,positive
170,paripurna DPR setujui RUU pertembakauan untuk dibahas info,-2.0,-0.38181916792267817,negative
171,berita malang DPR RI akhirnya mengesahkan RUU jasa konstruksi menjadi undang undang,1.0,0.20228869496966945,positive
172,DPR RI akhirnya mengesahkan RUU jasa konstruksi menjadi undang undang dewan perwakilan rakyat DPR RI politik,6.0,0.7782533221506259,positive
173,aktivis FKPPBI sedang berorasi di mendukung menetapkan RUU ASN cc,-5.0,-0.7184212081070996,negative
174,perjuangan FKPPBI bersama membuahkan hasil dengan disetujuinya RUU ASN oleh cc,6.0,0.7782533221506259,positive
175,ketua para wakil ketua DPR RI PERLUNYA RUU PAKAI untuk DUNIA BISNIS USAHA DI SEBUAH REVOLUSI AKUNTANSI INDONESIA,7.0,0.8531129627980243,positive
176,sahkan RUU ASN gedung DPR MPR i PNS harga mati praja wibawa,7.0,0.8224628936244653,positive
177,hari ini menggelar rapat paripurna inilah tujuh agenda utamanya,2.0,0.38181916792267817,positive
178,perpanjangan pembahasan waktu RUU pemberantasan tindak pidana terorisme RUU wawasan nusantara disetujui paripurnalive,3.0,0.5267415375673765,positive
179,agenda ke pengesahan perpanjangan waktu pembahasan RUU pemberantasan tindak pidana terorisme RUU wawasan nusantara paripurnalive,0.0,0.0,neutral
180,RUU pertembakauan disetujui menjadi RUU usul inisiatif DPR RI dalam rapat paripurna DPR ke paripurnalive,7.0,0.8224628936244653,positive
181,pendapat fraksi atas RUU usul inisiatif anggota DPR RI tentang pertembakauan menjadi RUU usul DPR RI paripurnalive,-2.0,-0.38181916792267817,negative
182,agenda ke pendapat fraksi terhadap RUU usul inisiatif anggota DPR RI tentang pertembakauan menjadi RUU usul DPR RI paripurnalive,2.0,0.38181916792267817,positive
183,menkumham sampaikan pendapat akhir presiden RI dalam paripurna DPR RI tentang RUU jasa konstruksi yang akan disahkan menjadi UU jakarta,7.0,0.8224628936244653,positive
184,selamat atas disetujui dan disahkannya RUU jasa konstruksi menjadi undang undang dalam rapat paripurna DPR ke paripurnalive,14.0,0.9450887908327322,positive
185,sidang paripurna DPR RI sahkan RUU tentang pengesahan perjanjian penetapan garis batas laut wilayah RI singapura,-6.0,-0.7782533221506259,negative
186,pengambilan keputusan terhadap RUU tentang jasa konstruksi paripurnalive,9.0,0.8806721767742777,positive
187,agenda ke pembicaraan tingkat II pengambilan keputusan terhadap RUU tentang jasa konstruksi paripurnalive,10.0,0.9000703207408192,positive
188,rapat paripurna DPR ke masa persidanga II TS paripurnalive,2.0,0.38181916792267817,positive
189,aksi damai depan gedung DPR MPR sahkan revisi RUU ASN berkeadilan,2.0,0.38181916792267817,positive
190,dalam tahun terakhir setiap tanggal des selalu melakukan penyisipan RUU baru dalam daftar prioritas tahu dengan RUU TA sekarang RUU MD,4.0,0.6369499429264264,positive
191,agenda ke pembicaraan tak II RUU pengesahan perjanjian antara RI singapura tentang penetapan garis batas laut paripurnalive,-8.0,-0.29144776941782596,negative
192,pandangan fraksi terhadap RUU usul inisiatif anggota DPR terkait RUU pertembakauan agendadpr sidangparipurna,-4.0,-0.6369499429264264,negative
193,rapat paripurna DPR ke masa persidangan II tahun sidang dipimpin wakil ketua DPR paripurnalive,3.0,0.5267415375673765,positive
194,sudah jadi tradisi bang untuk menyisipkan RUU tambahan dalam prolegnas prioritas bulan nov DPR menambahkan RUU tax amnesty sekarang MD,11.0,0.9152773258948753,positive
195,lombok dengar pendapat serta masukan warga di masa reses II anggota DPR provinsi,1.0,0.20228869496966945,positive
196,DPR serahkan DIM RUU pemberantasan terorisme kepada menkumham,0.0,0.0,neutral
197,komisi IV DPR jaring pendapat RUU konservasi SDA dan ekosistem,6.0,0.7782533221506259,positive
198,RUU SAWIT UPAYA NEGARA LINDUNGI KOMODITAS STRATEGIS palmoilgreen,1.0,0.3680368469877013,positive
199,agenda DPR kamis pukul WIB rapat paripurna DPR ke masa persidangan II tahun sidang agendadpr,4.0,0.6369499429264264,positive
200,penyuluh perikanan bantu hari ini aksi damai di DPR RI dalam rangka mendukung penetapan RUU ASN sahkanrevisiuuasn,8.0,0.8555415792658776,positive
201,anggota DPR masih terus berdebat soal aturan pidana seks pranikah RUU KUHP belum dapat ketuk palu,-7.0,-0.9198202127026287,negative
202,kita semua dukung DPR RI untuk sahkan RUU ASN sahkanrevisiuuasn berkeadilan,1.0,0.20228869496966945,positive
203,pansus RUU penyelenggaraan pemilu DPR RI rapat konsultasi dengan mahkamah konstitusi membahas sengketa pemilu rabu kunkerdpr,2.0,0.38181916792267817,positive
204,pansus RUU pemberantasan tindak pidana terorisme rapat kerja dengan menteri hukum dan HAM terkait penyerahan DIM RUU dprlive,3.0,0.5267415375673765,positive
205,pansus RUU penyelenggaraan pemilu DPR RI rapat konsultasi dengan mahkamah agung rabu kunkerdpr,1.0,0.20228869496966945,positive
206,agenda raker penyerahan DIM RUU tentang pemberantasan tindak pidana terorisme dan pengesahan keanggotaan panja RUU dimaksud,-2.0,-0.38181916792267817,negative
207,ketua pansus RUU penyelenggaraan pemilu lukman edy hak pilih TNI kemajuan demokrasi indonesia,-2.0,-0.38181916792267817,negative
208,kunjungan komisi IX DPR ke universitas mataram untuk menjaring masukan tentang RUU konservasi sumber daya alam dan ekosistem kunkerdpr,6.0,0.7782533221506259,positive
209,agenda DPR rabu pukul WIB komisi II DPR rapat panja RUU KUHP agendadpr,5.0,0.7184212081070996,positive
210,agenda DPR rabu pukul WIB pansus RUU pemberantasan tindak pidana terorisme rapat kerja dengan menkumham agendadpr,4.0,0.6369499429264264,positive
211,agenda DPR rabu pukul WIB pansus RUU penyelenggaraan pemilu DPR RI rapat konsultasi dengan mahkamah agung agendadpr,2.0,0.38181916792267817,positive
212,baru sekarang mendengar ada kepala daerah ngundat kebijakan bangun masjid padalah yang dilakukan amanat APBD yang di sahkan bareng wakil rakyat,3.0,0.5267415375673765,positive
213,bijak banget tulisan anda beda dengan wakil rakyat yang nyinyir abiess penampilan tidak menjamin kebijakan seseorang,-18.0,-0.8398794009811493,negative
214,setya novanto diperiksa KPK rapat paripurna DPR RI ditunda,2.0,0.38181916792267817,positive
215,pansus RUU penyelenggaraan pemilu DPR RI rapat kerja dengan panglima TNI polri kejaksaan dan DPD RI terkait revisi UU pemilu dprlive,3.0,0.5267415375673765,positive
216,anggota DPR ingatkan pentingnya integrasi kebijakan TKI,3.0,0.5267415375673765,positive
217,agenda DPR selasa pukul WIB rapat paripurna DPR ke masa persidangan II tahun sidang agendadpr,4.0,0.6369499429264264,positive
218,a RUU tentang pemberantasan tindak pidana terorisme b RUU tentang wawasan nusantara pukul rapat intern komisi i DPR RI,7.0,0.8224628936244653,positive
219,tentang pertembakauan menjadi RUU usul DPR RI dilanjutkan dengan pengambilan keputusan dan,7.0,0.8224628936244653,positive
220,pendapat fraksi fraksi terhadap RUU usul inisiatif anggota DPR RI,-1.0,-0.20228869496966945,negative
221,agenda selasa desember pukul rapat paripurna DPR RI,3.0,0.5267415375673765,positive
222,kapan ada RUU produktifitas dan integritas anggota DPR MPR ? ?,1.0,0.15309310892394867,positive
223,komisi IV DPR menggali masukan terkait penyusunana RUU budi daya tanaman di universitas sumatera utara jumat kunkerdpr,2.0,0.38181916792267817,positive
224,anggota DPR RI erma si ranik nilai RUU CSR tak hambat investasi via,-2.0,0.8105448249020624,positive
225,RUU redenominasi tak masuk prolegnas,-3.0,0.588620056905324,positive
226,republikaonline RUU redenominasi tak masuk prolegnas via,-3.0,0.588620056905324,positive
227,RUU redenominasi tak masuk prolegnas ROL,-3.0,0.588620056905324,positive
228,RUU redenominasi tak masuk prolegnas news,-3.0,0.588620056905324,positive
