punctuation,capitalization,degree_modifiers,polarity_shift,negation,no
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.0, 'cap_boost': 0}",[],,[],30
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.1111111111111111, 'cap_boost': 0}",[],,[],31
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.23529411764705882, 'cap_boost': 0}",[],,[],32
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.05263157894736842, 'cap_boost': 0}",[],,[],33
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.05, 'cap_boost': 0}",[],,[],34
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.10526315789473684, 'cap_boost': 0}",[],,[],35
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.125, 'cap_boost': 0}",[],,[],36
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.16666666666666666, 'cap_boost': 0}",[],,[],37
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.18181818181818182, 'cap_boost': 0}",[],,[],38
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.06666666666666667, 'cap_boost': 0}",[],,[],39
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.29411764705882354, 'cap_boost': 0}",[],"{'conjunction': 'tetapi', 'pre_scalar': 0.5, 'post_scalar': 1.5}",[],40
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.2222222222222222, 'cap_boost': 0}",[],,[],41
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.2857142857142857, 'cap_boost': 0}",[],,[],42
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.07692307692307693, 'cap_boost': 0}",[],,[],43
"{'exclamation_count': 0, 'question_count': 1, 'punct_boost': -0.1}","{'caps_ratio': 0.0, 'cap_boost': 0}",[],,"[{'negation': 'jangan', 'negated_word': 'reses', 'original_score': 0.0, 'negated_score': -0.0, 'effect': -0.0, 'positions': (5, 8)}]",44
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.13333333333333333, 'cap_boost': 0}",[],,[],45
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.2727272727272727, 'cap_boost': 0}",[],,[],46
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.2, 'cap_boost': 0}",[],,[],47
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.25, 'cap_boost': 0}",[],,[],48
"{'exclamation_count': 0, 'question_count': 1, 'punct_boost': -0.1}","{'caps_ratio': 0.0, 'cap_boost': 0}",[],,[],49
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.25, 'cap_boost': 0}",[],,[],50
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.23076923076923078, 'cap_boost': 0}",[],,[],51
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.23076923076923078, 'cap_boost': 0}",[],,[],52
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.26666666666666666, 'cap_boost': 0}",[],,[],53
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.1111111111111111, 'cap_boost': 0}",[],,[],54
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.0, 'cap_boost': 0}",[],,[],55
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.1111111111111111, 'cap_boost': 0}",[],,[],56
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.0, 'cap_boost': 0}",[],,[],57
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.125, 'cap_boost': 0}",[],,[],58
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.36363636363636365, 'cap_boost': 0}",[],,[],59
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.1111111111111111, 'cap_boost': 0}",[],,[],60
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.125, 'cap_boost': 0}",[],,[],61
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.07692307692307693, 'cap_boost': 0}",[],,[],62
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.08333333333333333, 'cap_boost': 0}",[],,[],63
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.09090909090909091, 'cap_boost': 0}",[],,[],64
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.25, 'cap_boost': 0}",[],,[],65
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.2222222222222222, 'cap_boost': 0}",[],,[],66
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.2, 'cap_boost': 0}",[],,[],67
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.2222222222222222, 'cap_boost': 0}",[],,[],68
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.3333333333333333, 'cap_boost': 0}",[],,[],69
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.2222222222222222, 'cap_boost': 0}",[],,[],70
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.1, 'cap_boost': 0}",[],,[],71
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.2222222222222222, 'cap_boost': 0}",[],,[],72
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.1111111111111111, 'cap_boost': 0}",[],,[],73
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.1111111111111111, 'cap_boost': 0}",[],,[],74
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.1111111111111111, 'cap_boost': 0}",[],,[],75
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.16666666666666666, 'cap_boost': 0}",[],,[],76
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.2222222222222222, 'cap_boost': 0}",[],,[],77
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.18181818181818182, 'cap_boost': 0}",[],,[],78
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.2, 'cap_boost': 0}",[],,[],79
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.25, 'cap_boost': 0}",[],,[],80
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.15789473684210525, 'cap_boost': 0}",[],,[],81
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.0, 'cap_boost': 0}",[],,[],82
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.0, 'cap_boost': 0}",[],,[],83
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.2, 'cap_boost': 0}",[],,[],84
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.29411764705882354, 'cap_boost': 0}",[],,[],85
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.14285714285714285, 'cap_boost': 0}",[],,[],86
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.11764705882352941, 'cap_boost': 0}",[],,[],87
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.11764705882352941, 'cap_boost': 0}",[],,[],88
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.0, 'cap_boost': 0}",[],,[],89
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.15384615384615385, 'cap_boost': 0}",[],,[],90
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.23529411764705882, 'cap_boost': 0}",[],,[],91
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.0, 'cap_boost': 0}",[],,[],92
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.0, 'cap_boost': 0}",[],,[],93
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.0, 'cap_boost': 0}",[],,[],94
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.0, 'cap_boost': 0}",[],,[],95
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.23076923076923078, 'cap_boost': 0}",[],,[],96
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.15, 'cap_boost': 0}",[],,[],97
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.16666666666666666, 'cap_boost': 0}",[],,[],98
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.06666666666666667, 'cap_boost': 0}",[],,[],99
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.0, 'cap_boost': 0}",[],,[],100
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.6470588235294118, 'cap_boost': 0.733}",[],,[],101
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.18181818181818182, 'cap_boost': 0}",[],,[],102
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.18181818181818182, 'cap_boost': 0}",[],,[],103
"{'exclamation_count': 0, 'question_count': 3, 'punct_boost': -0.30000000000000004}","{'caps_ratio': 0.06666666666666667, 'cap_boost': 0}",[],,[],104
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.21428571428571427, 'cap_boost': 0}",[],,[],105
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.0, 'cap_boost': 0}",[],,"[{'negation': 'tak', 'negated_word': 'reses', 'original_score': 0.0, 'negated_score': -0.0, 'effect': -0.0, 'positions': (6, 8)}]",106
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.0, 'cap_boost': 0}",[],,[],107
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.0, 'cap_boost': 0}",[],,[],108
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.15, 'cap_boost': 0}",[],,[],109
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.07692307692307693, 'cap_boost': 0}",[],,[],110
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.0, 'cap_boost': 0}",[],,[],111
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.36363636363636365, 'cap_boost': 0}",[],,[],112
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.0, 'cap_boost': 0}",[],,[],113
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.125, 'cap_boost': 0}",[],,[],114
"{'exclamation_count': 0, 'question_count': 1, 'punct_boost': -0.1}","{'caps_ratio': 0.25, 'cap_boost': 0}",[],,[],115
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.5, 'cap_boost': 0}",[],,[],116
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.2, 'cap_boost': 0}",[],,[],117
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.3333333333333333, 'cap_boost': 0}",[],,[],118
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.0, 'cap_boost': 0}",[],"{'conjunction': 'tetapi', 'pre_scalar': 0.5, 'post_scalar': 1.5}",[],119
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.0, 'cap_boost': 0}",[],,[],120
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.1875, 'cap_boost': 0}",[],,[],121
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.25, 'cap_boost': 0}",[],,[],122
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.6875, 'cap_boost': 0}",[],,[],123
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.1111111111111111, 'cap_boost': 0}",[],,[],124
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.0, 'cap_boost': 0}",[],,[],125
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.1111111111111111, 'cap_boost': 0}",[],,[],126
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.0, 'cap_boost': 0}",[],,[],127
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.2777777777777778, 'cap_boost': 0}",[],,[],128
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.06666666666666667, 'cap_boost': 0}",[],,"[{'negation': 'jangan', 'negated_word': 'aspirasi', 'original_score': 1.5, 'negated_score': -1.1099999999999999, 'effect': -2.61, 'positions': (10, 13)}]",129
"{'exclamation_count': 1, 'question_count': 0, 'punct_boost': 0.292}","{'caps_ratio': 0.14285714285714285, 'cap_boost': 0}",[],,[],130
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.4444444444444444, 'cap_boost': 0}",[],,[],131
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.4117647058823529, 'cap_boost': 0}",[],,[],132
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.4117647058823529, 'cap_boost': 0}",[],,[],133
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.21052631578947367, 'cap_boost': 0}",[],,[],134
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.25, 'cap_boost': 0}",[],,[],135
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.23076923076923078, 'cap_boost': 0}",[],,[],136
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.0, 'cap_boost': 0}",[],,[],137
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.0, 'cap_boost': 0}",[],,[],138
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.3, 'cap_boost': 0}",[],,[],139
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.06666666666666667, 'cap_boost': 0}",[],,[],140
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.2631578947368421, 'cap_boost': 0}",[],,[],141
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.5555555555555556, 'cap_boost': 0}",[],,[],142
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.0, 'cap_boost': 0}",[],,[],143
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.35714285714285715, 'cap_boost': 0}",[],,[],144
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.0, 'cap_boost': 0}",[],,[],145
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.058823529411764705, 'cap_boost': 0}",[],,[],146
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.0, 'cap_boost': 0}",[],,[],147
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.2857142857142857, 'cap_boost': 0}",[],,[],148
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.29411764705882354, 'cap_boost': 0}",[],,[],149
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.2222222222222222, 'cap_boost': 0}",[],,[],150
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.375, 'cap_boost': 0}",[],,[],151
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.25, 'cap_boost': 0}",[],,[],152
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.25, 'cap_boost': 0}",[],,[],153
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.25, 'cap_boost': 0}",[],,[],154
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.29411764705882354, 'cap_boost': 0}",[],,[],155
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.2631578947368421, 'cap_boost': 0}",[],,[],156
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.07692307692307693, 'cap_boost': 0}",[],,[],157
"{'exclamation_count': 0, 'question_count': 1, 'punct_boost': -0.1}","{'caps_ratio': 0.0, 'cap_boost': 0}",[],,[],158
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.3333333333333333, 'cap_boost': 0}",[],,[],159
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.125, 'cap_boost': 0}",[],,[],160
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.42857142857142855, 'cap_boost': 0}",[],,[],161
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.25, 'cap_boost': 0}",[],,[],162
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.0, 'cap_boost': 0}",[],,[],163
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.2857142857142857, 'cap_boost': 0}",[],,[],164
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.25, 'cap_boost': 0}",[],,[],165
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.2222222222222222, 'cap_boost': 0}",[],,[],166
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.25, 'cap_boost': 0}",[],,[],167
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.375, 'cap_boost': 0}",[],,[],168
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.25, 'cap_boost': 0}",[],,[],169
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.25, 'cap_boost': 0}",[],,[],170
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.25, 'cap_boost': 0}",[],,[],171
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.3125, 'cap_boost': 0}",[],,[],172
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.3, 'cap_boost': 0}",[],,[],173
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.2727272727272727, 'cap_boost': 0}",[],,[],174
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.7222222222222222, 'cap_boost': 0.733}",[],,[],175
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.4166666666666667, 'cap_boost': 0}",[],,[],176
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.0, 'cap_boost': 0}",[],,[],177
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.15384615384615385, 'cap_boost': 0}",[],,[],178
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.13333333333333333, 'cap_boost': 0}",[],,[],179
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.3333333333333333, 'cap_boost': 0}",[],,[],180
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.35294117647058826, 'cap_boost': 0}",[],,[],181
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.3157894736842105, 'cap_boost': 0}",[],,[],182
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.25, 'cap_boost': 0}",[],,[],183
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.11764705882352941, 'cap_boost': 0}",[],,[],184
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.25, 'cap_boost': 0}",[],,[],185
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.125, 'cap_boost': 0}",[],,[],186
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.15384615384615385, 'cap_boost': 0}",[],,[],187
"{'exclamation_count': 0, 'question_count': 0, 'punct_boost': 0.0}","{'caps_ratio': 0.3333333333333333, 'cap_boost': 0}",[],,[],188
